lucode,code,nlcd,LULC_name,notes,nlud_simple,nlud_simple_class,nlud_simple_subclass,fertilizer,pesticide,irrigation,planting_diversity,mowing,public_access,green_space,building_type,tree,tree_canopy_percentage,tree_canopy_cover,tree_canopy_colors,c_above,c_below,c_soil,c_dead,c_embedded_storage,c_embedded_emissions,c_annual_emissions
136,3210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
137,3211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
138,3212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
139,3213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
140,3220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
141,3221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
142,3222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
143,3223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
144,3230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
145,3231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
146,3232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
147,3233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
148,3240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
149,3241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
150,3242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
151,3243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
152,3310,31,Barren Land,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
153,3311,31,Barren Land,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
154,3312,31,Barren Land,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
155,3313,31,Barren Land,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
156,3410,41,Deciduous Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
157,3411,41,Deciduous Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
158,3412,41,Deciduous Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
159,3413,41,Deciduous Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
160,3420,42,Evergreen Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
161,3421,42,Evergreen Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
162,3422,42,Evergreen Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
163,3423,42,Evergreen Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
164,3430,43,Mixed Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
165,3431,43,Mixed Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
166,3432,43,Mixed Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
167,3433,43,Mixed Forest,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
168,3520,52,Shrub/Scrub,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
169,3521,52,Shrub/Scrub,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
170,3522,52,Shrub/Scrub,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
171,3523,52,Shrub/Scrub,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
172,3710,71,Herbaceuous,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
173,3711,71,Herbaceuous,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
174,3712,71,Herbaceuous,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
175,3713,71,Herbaceuous,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
176,3810,81,Hay/Pasture,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
177,3811,81,Hay/Pasture,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
178,3812,81,Hay/Pasture,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
179,3813,81,Hay/Pasture,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
180,3820,82,Cultivated Crops,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
181,3821,82,Cultivated Crops,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
182,3822,82,Cultivated Crops,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
183,3823,82,Cultivated Crops,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
184,3900,90,Woody Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
185,3901,90,Woody Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
186,3902,90,Woody Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
187,3903,90,Woody Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
188,3950,95,Emergent Herbaceuous Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
189,3951,95,Emergent Herbaceuous Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
190,3952,95,Emergent Herbaceuous Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
191,3953,95,Emergent Herbaceuous Wetlands,,3,Waterbody,Artificial,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
192,4110,11,Open Water,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
193,4111,11,Open Water,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
194,4112,11,Open Water,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
195,4113,11,Open Water,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
196,4120,12,Perennial Ice/Snow,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
197,4121,12,Perennial Ice/Snow,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
198,4122,12,Perennial Ice/Snow,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
199,4123,12,Perennial Ice/Snow,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
200,4210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
201,4211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
202,4212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
203,4213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
204,4220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
205,4221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
206,4222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
207,4223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
208,4230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
209,4231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
210,4232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
211,4233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
212,4240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
213,4241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
214,4242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
215,4243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
216,4310,31,Barren Land,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
217,4311,31,Barren Land,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
218,4312,31,Barren Land,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
219,4313,31,Barren Land,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
220,4410,41,Deciduous Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
221,4411,41,Deciduous Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
222,4412,41,Deciduous Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
223,4413,41,Deciduous Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
224,4420,42,Evergreen Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
225,4421,42,Evergreen Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
226,4422,42,Evergreen Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
227,4423,42,Evergreen Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
228,4430,43,Mixed Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
229,4431,43,Mixed Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
230,4432,43,Mixed Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
231,4433,43,Mixed Forest,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
232,4520,52,Shrub/Scrub,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
233,4521,52,Shrub/Scrub,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
234,4522,52,Shrub/Scrub,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
235,4523,52,Shrub/Scrub,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
236,4710,71,Herbaceuous,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
237,4711,71,Herbaceuous,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
238,4712,71,Herbaceuous,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
239,4713,71,Herbaceuous,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
240,4810,81,Hay/Pasture,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
241,4811,81,Hay/Pasture,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
242,4812,81,Hay/Pasture,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
243,4813,81,Hay/Pasture,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
244,4820,82,Cultivated Crops,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
245,4821,82,Cultivated Crops,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
246,4822,82,Cultivated Crops,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
247,4823,82,Cultivated Crops,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
248,4900,90,Woody Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
249,4901,90,Woody Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
250,4902,90,Woody Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
251,4903,90,Woody Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
252,4950,95,Emergent Herbaceuous Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
253,4951,95,Emergent Herbaceuous Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
254,4952,95,Emergent Herbaceuous Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
255,4953,95,Emergent Herbaceuous Wetlands,,4,Waterbody,Perennial Ice/Snow,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
256,11110,11,Open Water,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
257,11111,11,Open Water,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
258,11112,11,Open Water,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
259,11113,11,Open Water,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
260,11120,12,Perennial Ice/Snow,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
261,11121,12,Perennial Ice/Snow,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
262,11122,12,Perennial Ice/Snow,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
263,11123,12,Perennial Ice/Snow,,11,Residential,Dense urban,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
264,11210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",11,Residential,Dense urban,0.8,0.8,0.8,0.1,1,-1,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
265,11211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",11,Residential,Dense urban,0.8,0.8,0.8,0.1,1,-1,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
266,11212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",11,Residential,Dense urban,0.8,0.8,0.8,0.1,1,-1,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
