lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,urban_nature,search_radius_m
263,004243,Waterbody,Perennial Ice/Snow,4,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
264,004310,Waterbody,Perennial Ice/Snow,4,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
265,004311,Waterbody,Perennial Ice/Snow,4,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
266,004312,Waterbody,Perennial Ice/Snow,4,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
267,004313,Waterbody,Perennial Ice/Snow,4,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
268,004410,Waterbody,Perennial Ice/Snow,4,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
269,004411,Waterbody,Perennial Ice/Snow,4,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
270,004412,Waterbody,Perennial Ice/Snow,4,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
271,004413,Waterbody,Perennial Ice/Snow,4,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
272,004420,Waterbody,Perennial Ice/Snow,4,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
273,004421,Waterbody,Perennial Ice/Snow,4,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
274,004422,Waterbody,Perennial Ice/Snow,4,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
275,004423,Waterbody,Perennial Ice/Snow,4,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
276,004430,Waterbody,Perennial Ice/Snow,4,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
277,004431,Waterbody,Perennial Ice/Snow,4,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
278,004432,Waterbody,Perennial Ice/Snow,4,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
279,004433,Waterbody,Perennial Ice/Snow,4,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
280,004510,Waterbody,Perennial Ice/Snow,4,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
281,004511,Waterbody,Perennial Ice/Snow,4,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
282,004512,Waterbody,Perennial Ice/Snow,4,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
283,004513,Waterbody,Perennial Ice/Snow,4,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
284,004520,Waterbody,Perennial Ice/Snow,4,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
285,004521,Waterbody,Perennial Ice/Snow,4,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
286,004522,Waterbody,Perennial Ice/Snow,4,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
287,004523,Waterbody,Perennial Ice/Snow,4,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
288,004710,Waterbody,Perennial Ice/Snow,4,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
289,004711,Waterbody,Perennial Ice/Snow,4,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
290,004712,Waterbody,Perennial Ice/Snow,4,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
291,004713,Waterbody,Perennial Ice/Snow,4,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
292,004720,Waterbody,Perennial Ice/Snow,4,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
293,004721,Waterbody,Perennial Ice/Snow,4,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
294,004722,Waterbody,Perennial Ice/Snow,4,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
295,004723,Waterbody,Perennial Ice/Snow,4,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
296,004730,Waterbody,Perennial Ice/Snow,4,73,Lichens,#99C147,0,none,#ffffff,0,
297,004731,Waterbody,Perennial Ice/Snow,4,73,Lichens,#99C147,1,low,#e5f5e0,0,
298,004732,Waterbody,Perennial Ice/Snow,4,73,Lichens,#99C147,2,medium,#a1d99b,0,
299,004733,Waterbody,Perennial Ice/Snow,4,73,Lichens,#99C147,3,high,#31a354,1,
300,004740,Waterbody,Perennial Ice/Snow,4,74,Moss,#77AD93,0,none,#ffffff,0,
301,004741,Waterbody,Perennial Ice/Snow,4,74,Moss,#77AD93,1,low,#e5f5e0,0,
302,004742,Waterbody,Perennial Ice/Snow,4,74,Moss,#77AD93,2,medium,#a1d99b,0,
303,004743,Waterbody,Perennial Ice/Snow,4,74,Moss,#77AD93,3,high,#31a354,1,
304,004810,Waterbody,Perennial Ice/Snow,4,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
305,004811,Waterbody,Perennial Ice/Snow,4,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
306,004812,Waterbody,Perennial Ice/Snow,4,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
307,004813,Waterbody,Perennial Ice/Snow,4,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
308,004820,Waterbody,Perennial Ice/Snow,4,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
309,004821,Waterbody,Perennial Ice/Snow,4,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
310,004822,Waterbody,Perennial Ice/Snow,4,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
311,004823,Waterbody,Perennial Ice/Snow,4,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
312,004900,Waterbody,Perennial Ice/Snow,4,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
313,004901,Waterbody,Perennial Ice/Snow,4,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
314,004902,Waterbody,Perennial Ice/Snow,4,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
315,004903,Waterbody,Perennial Ice/Snow,4,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
316,004950,Waterbody,Perennial Ice/Snow,4,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
317,004951,Waterbody,Perennial Ice/Snow,4,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
318,004952,Waterbody,Perennial Ice/Snow,4,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
319,004953,Waterbody,Perennial Ice/Snow,4,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
320,011110,Residential,Dense urban,11,11,Open Water,#476BA0,0,none,#ffffff,0,2230
321,011111,Residential,Dense urban,11,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
322,011112,Residential,Dense urban,11,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
323,011113,Residential,Dense urban,11,11,Open Water,#476BA0,3,high,#31a354,1,2230
324,011120,Residential,Dense urban,11,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
325,011121,Residential,Dense urban,11,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
326,011122,Residential,Dense urban,11,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
327,011123,Residential,Dense urban,11,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
328,011210,Residential,Dense urban,11,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
329,011211,Residential,Dense urban,11,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
330,011212,Residential,Dense urban,11,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
331,011213,Residential,Dense urban,11,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
332,011220,Residential,Dense urban,11,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
333,011221,Residential,Dense urban,11,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
334,011222,Residential,Dense urban,11,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
335,011223,Residential,Dense urban,11,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
336,011230,Residential,Dense urban,11,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
337,011231,Residential,Dense urban,11,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
338,011232,Residential,Dense urban,11,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
339,011233,Residential,Dense urban,11,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
340,011240,Residential,Dense urban,11,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
341,011241,Residential,Dense urban,11,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
342,011242,Residential,Dense urban,11,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
343,011243,Residential,Dense urban,11,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
344,011310,Residential,Dense urban,11,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
345,011311,Residential,Dense urban,11,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
346,011312,Residential,Dense urban,11,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
347,011313,Residential,Dense urban,11,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
348,011410,Residential,Dense urban,11,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
349,011411,Residential,Dense urban,11,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
350,011412,Residential,Dense urban,11,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
351,011413,Residential,Dense urban,11,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
352,011420,Residential,Dense urban,11,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
353,011421,Residential,Dense urban,11,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
354,011422,Residential,Dense urban,11,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
355,011423,Residential,Dense urban,11,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
356,011430,Residential,Dense urban,11,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
357,011431,Residential,Dense urban,11,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
358,011432,Residential,Dense urban,11,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
359,011433,Residential,Dense urban,11,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
360,011510,Residential,Dense urban,11,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
361,011511,Residential,Dense urban,11,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
362,011512,Residential,Dense urban,11,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
363,011513,Residential,Dense urban,11,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
364,011520,Residential,Dense urban,11,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
365,011521,Residential,Dense urban,11,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
366,011522,Residential,Dense urban,11,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
367,011523,Residential,Dense urban,11,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
368,011710,Residential,Dense urban,11,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
369,011711,Residential,Dense urban,11,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
370,011712,Residential,Dense urban,11,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
371,011713,Residential,Dense urban,11,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
372,011720,Residential,Dense urban,11,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
373,011721,Residential,Dense urban,11,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
374,011722,Residential,Dense urban,11,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
375,011723,Residential,Dense urban,11,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
376,011730,Residential,Dense urban,11,73,Lichens,#99C147,0,none,#ffffff,0,
377,011731,Residential,Dense urban,11,73,Lichens,#99C147,1,low,#e5f5e0,0,
378,011732,Residential,Dense urban,11,73,Lichens,#99C147,2,medium,#a1d99b,0,
379,011733,Residential,Dense urban,11,73,Lichens,#99C147,3,high,#31a354,1,
380,011740,Residential,Dense urban,11,74,Moss,#77AD93,0,none,#ffffff,0,
381,011741,Residential,Dense urban,11,74,Moss,#77AD93,1,low,#e5f5e0,0,
382,011742,Residential,Dense urban,11,74,Moss,#77AD93,2,medium,#a1d99b,0,
383,011743,Residential,Dense urban,11,74,Moss,#77AD93,3,high,#31a354,1,
384,011810,Residential,Dense urban,11,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
385,011811,Residential,Dense urban,11,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
386,011812,Residential,Dense urban,11,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
387,011813,Residential,Dense urban,11,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
388,011820,Residential,Dense urban,11,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
389,011821,Residential,Dense urban,11,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
390,011822,Residential,Dense urban,11,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
391,011823,Residential,Dense urban,11,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
392,011900,Residential,Dense urban,11,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
393,011901,Residential,Dense urban,11,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
394,011902,Residential,Dense urban,11,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
395,011903,Residential,Dense urban,11,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
396,011950,Residential,Dense urban,11,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
397,011951,Residential,Dense urban,11,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
398,011952,Residential,Dense urban,11,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
399,011953,Residential,Dense urban,11,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
400,012110,Residential,Urban,12,11,Open Water,#476BA0,0,none,#ffffff,0,2230
401,012111,Residential,Urban,12,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
402,012112,Residential,Urban,12,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
403,012113,Residential,Urban,12,11,Open Water,#476BA0,3,high,#31a354,1,2230
404,012120,Residential,Urban,12,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
405,012121,Residential,Urban,12,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
406,012122,Residential,Urban,12,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
407,012123,Residential,Urban,12,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
408,012210,Residential,Urban,12,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
409,012211,Residential,Urban,12,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
410,012212,Residential,Urban,12,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
411,012213,Residential,Urban,12,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
412,012220,Residential,Urban,12,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
413,012221,Residential,Urban,12,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
414,012222,Residential,Urban,12,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
415,012223,Residential,Urban,12,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
416,012230,Residential,Urban,12,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
417,012231,Residential,Urban,12,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
418,012232,Residential,Urban,12,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
419,012233,Residential,Urban,12,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
420,012240,Residential,Urban,12,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
421,012241,Residential,Urban,12,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
422,012242,Residential,Urban,12,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
423,012243,Residential,Urban,12,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
424,012310,Residential,Urban,12,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
425,012311,Residential,Urban,12,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
426,012312,Residential,Urban,12,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
427,012313,Residential,Urban,12,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
428,012410,Residential,Urban,12,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
429,012411,Residential,Urban,12,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
430,012412,Residential,Urban,12,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
431,012413,Residential,Urban,12,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
432,012420,Residential,Urban,12,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
433,012421,Residential,Urban,12,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
434,012422,Residential,Urban,12,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
435,012423,Residential,Urban,12,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
436,012430,Residential,Urban,12,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
437,012431,Residential,Urban,12,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
438,012432,Residential,Urban,12,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
439,012433,Residential,Urban,12,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
440,012510,Residential,Urban,12,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
441,012511,Residential,Urban,12,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
442,012512,Residential,Urban,12,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
443,012513,Residential,Urban,12,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
444,012520,Residential,Urban,12,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
445,012521,Residential,Urban,12,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
446,012522,Residential,Urban,12,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
447,012523,Residential,Urban,12,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
448,012710,Residential,Urban,12,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
449,012711,Residential,Urban,12,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
450,012712,Residential,Urban,12,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
451,012713,Residential,Urban,12,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
452,012720,Residential,Urban,12,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
453,012721,Residential,Urban,12,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
454,012722,Residential,Urban,12,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
455,012723,Residential,Urban,12,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
456,012730,Residential,Urban,12,73,Lichens,#99C147,0,none,#ffffff,0,
457,012731,Residential,Urban,12,73,Lichens,#99C147,1,low,#e5f5e0,0,
458,012732,Residential,Urban,12,73,Lichens,#99C147,2,medium,#a1d99b,0,
459,012733,Residential,Urban,12,73,Lichens,#99C147,3,high,#31a354,1,
460,012740,Residential,Urban,12,74,Moss,#77AD93,0,none,#ffffff,0,
461,012741,Residential,Urban,12,74,Moss,#77AD93,1,low,#e5f5e0,0,
462,012742,Residential,Urban,12,74,Moss,#77AD93,2,medium,#a1d99b,0,
463,012743,Residential,Urban,12,74,Moss,#77AD93,3,high,#31a354,1,
464,012810,Residential,Urban,12,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
465,012811,Residential,Urban,12,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
466,012812,Residential,Urban,12,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
467,012813,Residential,Urban,12,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
468,012820,Residential,Urban,12,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
469,012821,Residential,Urban,12,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
470,012822,Residential,Urban,12,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
471,012823,Residential,Urban,12,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
472,012900,Residential,Urban,12,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
473,012901,Residential,Urban,12,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
474,012902,Residential,Urban,12,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
475,012903,Residential,Urban,12,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
476,012950,Residential,Urban,12,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
477,012951,Residential,Urban,12,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
478,012952,Residential,Urban,12,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
479,012953,Residential,Urban,12,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
480,013110,Residential,Suburban,13,11,Open Water,#476BA0,0,none,#ffffff,0,2230
481,013111,Residential,Suburban,13,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
482,013112,Residential,Suburban,13,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
483,013113,Residential,Suburban,13,11,Open Water,#476BA0,3,high,#31a354,1,2230
484,013120,Residential,Suburban,13,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
485,013121,Residential,Suburban,13,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
486,013122,Residential,Suburban,13,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
487,013123,Residential,Suburban,13,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
488,013210,Residential,Suburban,13,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
489,013211,Residential,Suburban,13,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
490,013212,Residential,Suburban,13,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
491,013213,Residential,Suburban,13,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
492,013220,Residential,Suburban,13,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
493,013221,Residential,Suburban,13,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
494,013222,Residential,Suburban,13,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
495,013223,Residential,Suburban,13,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
496,013230,Residential,Suburban,13,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
497,013231,Residential,Suburban,13,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
498,013232,Residential,Suburban,13,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
499,013233,Residential,Suburban,13,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
500,013240,Residential,Suburban,13,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
501,013241,Residential,Suburban,13,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
502,013242,Residential,Suburban,13,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
503,013243,Residential,Suburban,13,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
504,013310,Residential,Suburban,13,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
505,013311,Residential,Suburban,13,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
506,013312,Residential,Suburban,13,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
507,013313,Residential,Suburban,13,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
508,013410,Residential,Suburban,13,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
509,013411,Residential,Suburban,13,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
510,013412,Residential,Suburban,13,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
511,013413,Residential,Suburban,13,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
512,013420,Residential,Suburban,13,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
513,013421,Residential,Suburban,13,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
514,013422,Residential,Suburban,13,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
515,013423,Residential,Suburban,13,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
516,013430,Residential,Suburban,13,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
517,013431,Residential,Suburban,13,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
518,013432,Residential,Suburban,13,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
519,013433,Residential,Suburban,13,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
520,013510,Residential,Suburban,13,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
521,013511,Residential,Suburban,13,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
522,013512,Residential,Suburban,13,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
523,013513,Residential,Suburban,13,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
524,013520,Residential,Suburban,13,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
525,013521,Residential,Suburban,13,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
